Sample Name	Ag	Al	As	Au	B	Ba	Bi	C	Ca	Cd	Ce	Co	Cr	Cu	ENA	Fe	Ga	Ge	H	Hf	Hg	In	La	Mg	Mn	Mo	N	Nb	Nd	Ni	O	P	Pb	Pd	Pr	Pt	Re	Rh	S	Sb	Sc	Se	Si	Sm	Sn	Sol_Al	Sol_B	Sol_Ca	Sol_Ti	Sr	Ta	Te	Th	Ti	Tl	V	W	Y	Zn	Zr	Column1
IARM 8A		0.017						0.057				0.12	17.41	0.1		69.101									1.48	0.17	0.019	0.7		9.93	0.014	0.018	0.005						0.003				0.77		0.003									0.003		0.06	0.02				
IARM 8B		0.0036			0.003			0.0542				0.0968	17.61	0.2649		69.6727									1.4309	0.4977	0.0324	0.629		9.0553	0.0056	0.0248							0.0242				0.4806		0.0101									0.0028		0.0706	0.0308				
IARM 99A		0.12						0.006				8.91	0.16	0.03		66.4777									0.03	4.94		0.01		18.56		0.004							0.001				0.03		0.0013									0.62		0.01	0.08			0.01	
IARM 9A		0.002						0.14				0.025	11.84	0.07		86.473									0.54	0.07	0.016			0.39	0.028	0.029	0.001						0.011				0.29		0.007									0.004		0.05	0.014				
IARM 9B		0.024						0.1229				0.0158	11.9739	0.0539		86.4495									0.5407	0.0639	0.0468	0.0279		0.2965	0.0019	0.0192							0.006				0.2902		0.0042									0.0048		0.0483	0.0096				
IARM/F 256A		0.17			0.013			0.02				35.6	19.1	0.008		8.6917								0.001	0.014	7	0.0032	0.51		25.7	0.0011	0.006							0.002				0.07								0.005			3.03		0.03	0.02			0.005	
IARM/F 275A		0.22			0.002			0.01				0.41	20.1	1.77		27.7781								0.001	0.61	3.2	0.0033	0.27		42.8	0.0013	0.019							0.0003				0.23		0.002						0.01			2.31		0.032	0.22			0.001	
IARM/F 328A		0.19			0.001			0.005				0.002	20.56	1.93		22.34485								0.001	0.02	3.16	0.0055	3.1		47.1	0.0006	0.005	0.00001						0.0007	0.00024			0.02		0.0001						0.003			1.53		0.008	0.01			0.003	
ICRM VS_002		0.054	0.001					0.0024				0.0011	0.0147	0.0074		99.76428									0.104	0.00042				0.0061		0.0052							0.0055				0.033		0.0004									0.0005							
ICRM VS_003		0.201	0.0025					0.0064				0.008	0.034	0.062		99.4696									0.036	0.005				0.074		0.004							0.0052				0.084		0.002									0.0063							
ICRM VS_004		0.257	0.004					0.0033				0.011	0.087	0.078		99.3812									0.04					0.119		0.0033							0.0033				0.0116											0.0013							
ICRM VS_005		0.317	0.0027					0.007				0.008	0.046	0.067		99.3863									0.0281	0.005				0.074		0.0028							0.0053				0.044		0.0021									0.0047							
ICRM VS_RG24/1		0.004	0.001					0.0035				0.0007	0.0016	0.01		99.957395									0.001	0.0003				0.0046		0.0015							0.004				0.009											0.000005		0.001	0.0004				
ICRM VS_RG31		0.26	0.001					0.169				0.28	1.31	0.46		93.6302									0.291	0.306		0.005		2.08		0.0048							0.006				0.39											0.21		0.207	0.39				
ICRM VS_UG2/5		0.01						0.01					0.039	0.012		99.77									0.008	0.022		0.002		0.075		0.005							0.006				0.006											0.01		0.005	0.02				
IMPHY PG0802A								0.256				0.029	17.56	0.038		67.87701									0.198	2.47	0.014	0.025		11.31		0.016	0.0015						0.021				0.1											0.0025		0.077	0.005				
IMPHY PG1004A		0.009						0.024				0.13	18.18	0.233		71.67882									1.11	0.297	0.033	0.0068		7.99		0.024							0.00088				0.197											0.0025		0.063	0.021				
IMPHY PG1144A								0.011				0.227	16.96	0.317		67.90351									1.02	2.08	0.0547	0.01799		11.1		0.022							0.0013				0.199											0.0025		0.059	0.025				
IMPHY PG2282A								0.142				0.043	18.63	0.101		65.0669									0.286	2.75	0.0078	0.0056		12.62		0.015	0.0015						0.031				0.193		0.0087									0.0025		0.091	0.005				
IMZ 101/2		0.036						0.033					0.035	0.46		95.079									1.97	0.01				2.06		0.01							0.007																	0.3					
IMZ 102/3		0.017						1.11					1.59	0.13		95.478									0.15	0.43				0.021		0.014											1.06																		
IMZ 103		0.024						0.5					0.57	0.27		96.135									0.77	0.18		0.041		0.58		0.068							0.052				0.44											0.19		0.18					
IMZ 110A		0.001	0.0015		0.0001			0.0034	0.0005			0.0031	0.027	0.021		99.826408									0.067	0.0035	0.0037	0.001		0.021		0.0051	0.00116667						0.0045	0.0013			0.004025											0.0006		0.0014	0.0017				
IMZ 197		8.45			0.007			0.13					0.2	0.11		90.015									0.45	0.011		0.011		0.053		0.021							0.007				0.47		0.015									0.025		0.025					
IMZ 198		2.8						0.44					0.3	0.104		79.722									16.1	0.008				0.058		0.031							0.009				0.423											0.005							
IMZ 199		8.65			0.001			0.9					0.164	0.11		59.3284									28.74	0.43		0.43		0.2		0.022							0.0006				0.294											0.004		0.026	0.7				
IMZ 204		4.21						0.085					0.111	0.075		94.6558									0.36	0.007	0.0052			0.034		0.014							0.008				0.4											0.035							
IMZ 51/1								0.4					0.62	0.45		95.037									1.53	1.5				0.15		0.023											0.29																		
IMZ 52/1								0.41					0.12	0.094		95.384									0.25					2.35		0.012											1.38																		
IMZ 53/1								0.41					2.85	0.17		95.147									0.6	0.13				0.28		0.018							0.011				0.104													0.28					
IMZ 54/1								0.43					0.12			94.93									0.14					4.01									0.01				0.17													0.19					
IMZ 55/1								0.44					1.02	0.12		95.743									0.48	0.27				0.6		0.017											0.79													0.52					
IMZ 56/1								0.41					0.43	0.41		95.252									0.25	0.66				0.69		0.011							0.007				1.69													0.19					
IMZ 57/1								0.46					1.67	0.14		95.09									1.05	0.48				0.15		0.028							0.012				0.58													0.34					
IMZ 58/1								0.4					0.2	0.31		95.163									1.81	0.21				1.44		0.026							0.012				0.35													0.079					
IMZ 61		0.005						0.12					0.067	0.067		98.564									0.75					0.099		0.091							0.18				0.057																		
IMZ 62		0.005						0.14					0.046	0.089		98.455									0.85					0.047		0.088							0.13				0.15																		
IMZ 63		0.005						0.17					0.08	0.085		98.72									0.79					0.045		0.045							0.034				0.026																		
IMZ 64		0.013						0.41					0.24	0.087		98.14									0.78					0.103		0.035							0.022				0.17																		
IMZ 65		0.036						0.72					0.052	0.108		98.104									0.69					0.051		0.033							0.016				0.19																		
IMZ 66		0.022						1.28					0.099	0.124		97.842									0.3					0.085		0.022							0.026				0.2																		
IMZ 67		0.004						0.014						0.07		99.878									0.016							0.008							0.01																						
IMZ 71		0.014						0.114					0.46	0.88		97.379									0.54	0.008				0.041		0.018							0.011				0.49													0.045					
IMZ 72		0.013						0.081					0.52	0.27		98.296									0.31	0.006				0.039		0.092							0.012				0.34											0.021							
IMZ 73		0.01						0.097					0.079	0.17		98.647									0.68	0.013				0.13		0.019							0.013				0.12													0.022					
IMZ 74		0.014						0.183					0.16	0.56		97.254									1.21	0.054		0.077		0.1		0.014							0.012				0.29													0.072					
IMZ 75		0.02						0.114					0.41	0.45		97.881									0.37	0.015				0.039		0.081							0.016				0.58											0.024							
IMZ 76		0.011						0.129					0.12	0.057		97.541									1.37	0.101		0.068		0.33		0.022							0.011				0.24																		
IMZ 77		0.007						0.11					0.26	0.31		97.081									1.89					0.056		0.03							0.011				0.15													0.095					
IMZ ALS-1								0.75					0.049	0.084		97.332									1.25	0.012				0.06		0.017							0.028				0.41											0.008							
IMZ ALS-2								0.64					0.149	0.064		97.612									0.77	0.008				0.02		0.017							0.013				0.54											0.008		0.159					
IMZ ALS-3								0.81					0.37	0.061		96.985									1.31	0.004				0.02		0.033							0.027				0.34											0.007		0.033					
IMZ ALS-4								0.027						0.029		99.729									0.178	0.002				0.018		0.013							0.004																						
IMZ ALS-5								0.025						0.028		99.727									0.181	0.003				0.019		0.013							0.004																						
IMZ ALS-6								0.37					1.52	0.075		96.985									0.454	0.185				0.08		0.017							0.004				0.25											0.06							
IMZ ALS-7								0.38					1.53	0.075		96.956									0.454	0.185				0.081		0.017							0.003				0.26											0.059							
IMZ CAS-1		0.1						0.05	0.00016				0.013	0.03		99.68884									0.058	0.005				0.015		0.008							0.022				0.01																		
IMZ CAS-2		0.028						0.24	0.00024				0.45	0.14		96.88976									1.33	0.21				0.44		0.019							0.013				0.24																		
IMZ CAS-3		0.042						0.24	0.00038				0.45	0.15		97.04062									1.07	0.21				0.46		0.02							0.017				0.3																		
IMZ CAS-4		0.009						0.51	0.00104				0.82	0.15		96.91396									0.49	0.01				0.09		0.01							0.016				0.98																		
IMZ CAS-5								0.075	0.00105				18.4	0.4		69.02095									1.87					9.9		0.041							0.012				0.28																		
IMZ CAS-6								0.058	0.00143				18.32	0.2		69.60857									1.64					9.88		0.037							0.015				0.24																		
IRSID 1645		0.015						0.388					0.14	0.261		98.0913									0.61					0.157		0.0214							0.0303				0.286			  0.01240000															
IRSID 1647		0.06						0.418					0.49	0.104		97.789									0.701					0.093		0.019							0.027				0.299			  0.05550000															
IRSID 1652		0.0021	0.038					0.406					0.184	0.345		97.3889									0.931	0.042				0.19		0.017							0.04				0.386		0.03	  0.00130000															
IRSID 1661		0.028	0.003					0.086					0.021	0.013		97.803									1.476	0.006		0.036		0.029		0.018							0.006	0.0005			0.406		0.0085	  0.02500000										0.06					
IRSID 1665	0.00006	0.0404	0.0067		0.00032		0.00006	0.1209	0.0017			0.0046	0.0363	0.0469		99.03594							0.00006	0.00012	0.446	0.0047	0.0049	0.00036		0.0308		0.0104	0.0014						0.0135	0.0008		0.0001	0.187		0.0031	  0.03790000						0.0001		0.0008		0.0006	0.0005		0.0008	0.00008	
IRSID 1670		0.0479	0.0018		0.0007			0.0011	0.0002			0.0018	0.0174	0.0134		99.464799									0.3981	0.0009	0.0016	0.0003		0.0142		0.0128	0.0001						0.0075	0.0003			0.0046		0.0017									0.0078		0.0005			0.0005	0.000001	
IRSID TL1668		0.0371	0.0016		0.00024			0.2146	0.0019			0.0031	0.0173	0.0108		96.37556								0.0003	1.643	0.0014	0.0043	0.0002		0.0164	0.0007	0.0137	0.0007						0.0012	0.0003			1.645		0.0047									0.0032		0.0016			0.0008	0.0003	
IRSID TL1669		0.0353	0.0017		0.00038		0.00005	0.00226	0.00017	  0.00001000		0.0019	0.0246	0.0217		99.70366					  0.00001000			0.00016	0.0955	0.0011	0.0024	0.00046		0.016	0.00014	0.0137	0.00013						0.01	0.00049			0.0093		0.0071									0.0504		0.0006	0.0003		0.00027	0.00021	
JFE ST21-C								0.13				0.003	27.02			68.205									0.4					4.03		0.003							0.026				0.18											0.003							
JFE ST22-C		0.095	0.001					0.036					25			54.025									0.57					19.85		0.028							0.005				0.39			  0.09200000															
JFE ST23-C		0.048	0.104					0.11					22.17	0.048		64.064									1.6	1.01		0.005		9.99		0.005	0.005						0.021				0.82			  0.04500000															
JFE ST24-C		0.023	0.056					0.084					20.2	0.029		62.786									0.78	1.5				13.93		0.004	0.013						0.015				0.58			  0.02100000															
JFE ST25-D		0.002	0.012					0.027				0.05	18.32	0.011		68.113									1.42	2.49				8.05		0.01	0.044						0.021				1.43			  0.00100000															
JFE ST26-C		0.006						0.044				0.21	16.18			62.456									1.19	0.49		0.29		17.62		0.021							0.008				1.01			  0.00400000					0.4			0.075							
JFE ST27-C		0.018						0.057				0.014	13.39			66.543									1	0.008		1.53		15.74		0.019							0.011				1.19			  0.01600000					0.24			0.24							
JFE ST28-C								0.016					10.34			58.367									0.23			0.72		29.62		0.034							0.003				0.12								0.06			0.49							
JFE SUSD-C		0.05	0.14					0.093				0.026	27.12	0.019		66.731									1.01	0.051		0.1		4.06		0.007	0.014						0.027				0.5			  0.04600000					0.007			0.045							
JFE SUSE-C		0.032	0.077					0.055				0.21	15.71	0.06		62.758									1.45	2.4		0.41		14.74		0.01	0.14						0.008				1.57			  0.03000000					0.22			0.15							
JFE SUSF-D		0.024	0.002					0.016				0.068	4.62	0.014		61.794									0.2	0.97		1.32		29.86		0.037	0.001						0.004				0.42			  0.02300000					0.07			0.58							
JFE SUSG-B		0.091	0.075					0.031				0.19	11.85	0.19		78.619									1.37	1.14		0.98		3.87		0.029							0.005				1.26			  0.08600000								0.3							
JFE SUSH-B		0.036	0.011					0.088				0.054	17.95	0.04		79.584									0.47	0.49		0.094		0.57		0.009							0.01				0.5			  0.03100000								0.094							
JFE SUSI-B		0.005	0.002					0.26				0.006	24.47	0.006		74.721									0.19	0.048		0.007		0.02		0.004							0.028				0.22			  0.00400000								0.013							
JK 27A		0.0169			0.0018			0.0477	0.0033			0.089	16.76	0.199		66.13014									1.589	2.53	0.0629	0.0012		12.04		0.022	0.00016						0.0168	0.0011			0.411		0.004									0.005		0.041	0.028				
JK 37		0.008	0.0039		0.0012		0.00003	0.0133			0.123	0.058	26.72	0.936		35.62342	0.0043						0.036		1.73	3.55	0.0344	0.012	0.0362	30.82		0.016	0.00013						0.0009	0.00062			0.141		0.0026									0.0039		0.075	0.05		0.0001		
JSS 1001		0.0016						0.00374				0.0026	0.0033	0.0012		99.95959									0.0106					0.0012		0.00253							0.00224				0.0092											0.0022							
JSS 1002		0.0028						0.00826								99.89483									0.0494							0.00718							0.00403				0.0302											0.0033							
JSS 1003		0.015						0.0186								99.79242									0.0966							0.0169							0.00568				0.0484											0.0064							
JSS 1004		0.0494						0.0496								99.64692									0.142							0.0267							0.00888				0.0673											0.0092							
JSS 1006								0.00117				0.0142	0.0126	0.0099		99.89813										0.0098		0.009		0.014													0.0036											0.0048		0.0098	0.01			0.003	
JSS 1008								0.00324				0.0654	0.102	0.0986		99.31576										0.0615		0.0598		0.1029													0.0086											0.0524		0.0599	0.0585			0.0114	
JSS 150-2								0.25					0.38	0.086		94.205									0.31	0.19				4.11		0.026							0.03				0.41													0.003					
JSS 151-2								0.25					0.15	0.46		94.406									1.5	0.054				2.91		0.025							0.023				0.17													0.052					
JSS 152-2								0.27					0.52	0.45		94.932									0.43	1.03				1.97		0.016							0.022				0.25													0.11					
JSS 153-2								0.24					1.01	0.17		94.912									0.82	1.32				0.95		0.016							0.022				0.32													0.22					
JSS 154-2								0.26					2.04	0.22		94.126									1.15	0.71				0.5		0.014							0.02				0.63													0.33					
JSS 155-2								0.36					3.07	0.3		94.62									0.26	0.38				0.038		0.02							0.022				0.5													0.43					
JSS 162-4		0.043						0.0312					0.351	0.0439		98.41302									0.109					0.456		0.00098							0.0559				0.496																		
JSS 163-4		0.0304						0.201					0.1	0.103		98.7242									0.462					0.116		0.0203							0.0241				0.219																		
JSS 164-4		0.0538						0.334					0.0149	0.316		98.32644									0.828					0.0325		0.0618							0.00356				0.029																		
JSS 165-4		0.0272	0.132		0.00086			0.0514				0.0965				99.03464										0.015		0.206																	0.118									0.0154		0.303					
JSS 166-4		0.0246	0.0619		0.00533			0.0544				0.0676				99.22917										0.167		0.119																	0.061									0.102		0.108					
JSS 167-4		0.0341	0.0148		0.0115			0.045				0.0294				99.1749										0.332		0.0179																	0.0127									0.317		0.0107					
JSS 195-1		0.072					0.00315	0.1			0.53					98.41506							0.21		0.43																		0.23									0.00425							0.00554		
JSS 506-1								0.3					0.9	0.17		97.426									0.76	0.019				0.081		0.018							0.016				0.31																		
JSS 507-1								0.36					0.98	0.12		97.279									0.7	0.17				0.12		0.02							0.011				0.24																		
JSS 508-1								0.38					0.76	0.12		94.713									0.49	0.02				3.2		0.02							0.017				0.28																		
JSS 509-1								0.29					2.73	0.17		92.957									0.47	0.54				2.56		0.011							0.012				0.26																		
JSS 510-1								0.42					0.44	0.15		97.28									0.76	0.17				0.5		0.014							0.016				0.25																		
JSS 511-1								0.4					0.7	0.14		95.826									0.66	0.17				1.8		0.017							0.027				0.26																		
JSS 600-3								1.33					0.85	0.044		92.467									0.41	0.11	0.01			0.056		0.014							0.017				0.31													0.042	4.34				
JSS 601-3								1.1					0.9	0.077		95.477									0.74	0.13	0.014			0.098		0.016							0.004				0.3													0.034	1.11				
JSS 601-5								1.1					0.89	0.077		95.504									0.74	0.13				0.097		0.016							0.003				0.3													0.033	1.11				
JSS 602-3								1.23					0.49	0.03		93.778									0.36	0.1	0.01			0.038		0.011							0.013				0.22													0.31	3.41				
JSS 602-5								1.23					0.49	0.029		93.78									0.36	0.1				0.038		0.011							0.012				0.22													0.31	3.42				
JSS 603-3		0.02						0.29				0.03	2.36	0.056		90.458									0.3	0.14	0.025			0.085		0.013							0.013				0.32													0.45	5.44				
JSS 604-3								0.37					4.91	0.062		91.451									0.34	1.07	0.02			0.17		0.02							0.013				1.05													0.51	0.014				
JSS 605-3								0.56					0.93	0.058		95.275									0.85	0.4	0.008			1.5		0.02							0.005				0.22													0.16	0.014				
JSS 606/8								0.76				0.12	4	0.027		75.8222									0.31	0.58	0.029			0.065		0.016							0.0008				0.28													0.83	17.16				
JSS 606-3								0.74					3.91	0.044		76.064									0.35	0.67						0.018							0.004				0.26													0.83	17.11				
JSS 608/7								0.78				9.104	4.15	0.0192		65.8759									0.288	0.409	0.02341			0.0608		0.0162							0.00249				0.339													1.201	17.731				
JSS 608/8								0.8				9.09	3.99	0.017		66.8792									0.33	0.41	0.032			0.044		0.025							0.0028				0.36													0.99	17.03				
JSS 608-3								0.75				9.23	4.1	0.031		66.672									0.31	0.56						0.012							0.005				0.28													1.18	16.87				
JSS 609/8								0.89				4.63	3.98	0.053		76.8028									0.31	4.85	0.0465			0.12		0.027							0.0007				0.32													1.87	6.1				
JSS 611/7								0.881				0.213	4.07	0.0361		80.95124									0.326	5.007	0.03115			0.0639		0.0174							0.00221				0.299													1.922	6.18				
JSS 611/8								0.86				0.4	3.97	0.046		80.8129									0.3	4.88	0.0548			0.13		0.025							0.0013				0.37													1.88	6.27				
JSS 620-1								0.95					0.9	0.022		96.1523									0.96	0.051				0.038		0.0082							0.0095				0.24													0.009	0.66				
JSS 621-1								1.05					0.75	0.092		95.7665									0.69	0.107				0.109		0.015							0.0065				0.22													0.064	1.13				
JSS 622-1								1.22					0.36	0.037		93.6791									0.45	0.16				0.16		0.017							0.0069				0.31													0.16	3.44				
JSS 623-1								0.3					2.56	0.014		89.8669									0.54	0.27				0.2		0.013							0.0161				0.28													0.39	5.55				
JSS 624-1								0.38					4.92	0.21		91.513									0.3	1.19				0.044		0.018							0.012				0.89													0.42	0.103				
JSS 625-1								0.57					0.87	0.16		95.5055									0.88	0.36				1.51		0.016							0.0165				0.101													0.007	0.004				
JSS 650-3								0.055					16.44	0.083		82.095									0.36	0.012	0.027			0.24		0.023							0.005				0.66																		
JSS 651-3								0.066				0.23	18.6	0.084		69.759									1.77	0.073	0.023			8.88		0.04							0.005				0.47																		
JSS 652-3								0.062					17.39	0.21		65.549									1.94	2.47	0.023			11.78		0.038							0.008				0.53																		
JSS 653-3								0.07					22.49	0.055		61.19									1.62	0.083	0.018			13.7		0.038							0.006				0.73																		
JSS 654-3								0.052					24.71	0.066		53.043									1.52	0.07	0.028			19.78		0.021							0.01				0.7																		
JSS 655-3								0.056					18.54	0.088		66.89									1.59	0.052	0.025	0.59		11.5		0.033							0.006				0.6								0.03										
KKW 38HMJ		1.05	0.0048					0.37				0.0083	1.5	0.05		95.837									0.53	0.17				0.05		0.016							0.004	0.002			0.31		0.0044									0.07		0.006	0.0175				
LAG T		0.002	0.001		0.0005			0.005				0.005	0.002	0.008		99.8685									0.069	0.01				0.012		0.003							0.001	0.002			0.006		0.004														0.001		
LECHST 8171/3		0.05709	0.013		0.0024			0.18	0.0003				1.135	0.251		96.78721									1.17	0.02				0.081		0.013							0.024				0.24		0.015									0.001		0.01					
LECHST P1		0.08787	0.014		0.0001			0.14	0.0004				1.008	0.257		97.09063									1.03	0.02		0.001		0.083		0.013							0.028				0.21		0.016									0.001							
LECHST P2		0.08548	0.014		0.0001			0.13	0.0004				1.003	0.256		97.12102									1.03	0.02				0.082		0.013							0.028				0.2		0.016									0.001							
LECHST P3		0.0805	0.014					0.14	0.0003				1.004	0.255		97.1092									1.03	0.02				0.082		0.012							0.027				0.21		0.015									0.001							
LECHST P4		0.06642	0.014		0.0025			0.17	0.0003				1.133	0.253		96.82478									1.16	0.02				0.082		0.012							0.026				0.22		0.015									0.001							
LECHST P5		0.06717	0.014		0.0029			0.18	0.0003				1.144	0.253		96.74963									1.2	0.02		0.001		0.083		0.013							0.026				0.23		0.015									0.001							
LECHST V1		0.51597	0.015		0.0001			0.52	0.0004				0.101	0.28		98.24653									0.14	0.03				0.078		0.013							0.033				0.01		0.017																
LECHST V3		0.41737	0.015		0.0001			0.14	0.0004				0.098	0.263		98.58813									0.31	0.02				0.079		0.01							0.033				0.01		0.016																
LMP SS4		0.035						1.37				0.03	3.99	0.34		75.143									0.58	1.54				0.257									0.023				0.31		0.032									0.02		4.62	11.71				
LST 20801		0.002			0.00005			0.0009								99.96565									0.02							0.0002							0.0002				0.01											0.001							
LST 20802		0.0046			0.00014			0.0028								99.94846									0.03							0.0012							0.0012				0.01											0.0016							
LST 20803		0.004						0.0038								99.9499									0.03																		0.01											0.0023							
LST 20804		0.003			0.0038			0.004								99.9462									0.03														0.003				0.01																		
LST 20805		0.0036			0.0103			0.0045								99.9367									0.03																		0.01											0.0049							
LST 20806		0.0066						0.0064								99.9446									0.03							0.0024											0.01																		
LST 20807								0.0082								99.9469									0.03							0.0049											0.01																		
LST 20808					0.0029			0.0092								99.9336									0.03							0.0034							0.0043				0.01											0.0066							
LST 20809					0.001			0.01								99.9372									0.03							0.0059							0.0059				0.01																		
LST 20810								0.013								99.94									0.03														0.0035				0.01											0.0035							
MBH 0331-5A		0.006						2.82					0.45	7.46		73.988									0.72	0.096				12.8		0.09	0.02						0.27				1.2		0.08																
MBH 11X_C9D		0.05	0.068		0.0049			3.24				0.1301	1.206	0.581		87.3162									1.886	0.155		0.0766		2.79		0.069	0.0052						0.026	0.149			1.462		0.04							0.011		0.062		0.359	0.304		0.009		
MBH 11X-15294U								3.16				0.237	27.53	0.22		65.1507									0.59	0.755				1.28		0.081	0.014						0.051				0.374		0.0633											0.144	0.35				
MBH 11X-C10C		0.104	0.02					3.48					0.302	1.54		88.0703									0.696	0.335	0.0096			2.673		0.103	0.005						0.05	0.0095			2.1		0.0458									0.0709		0.0589	0.327				
MBH 11X-C7N		0.0127	0.0159		0.0097		0.0137	2.51				0.0335	0.507	0.075		93.6409									1.942	0.071	0.025	0.051		0.0303		0.0266	0.0106						0.0101	0.025			0.829		0.0114									0.022		0.036	0.066		0.0226	0.003	
